Name,Cellphone Number,Company Email,Site,Youtube Link,Territory Covered,Lines of Business,Manufacturers Represented,Address Line 1,Address Line 2,Locality,Administrative Area,Postal Code,Country,Contact name,Description,Industries Served,Type of Equipment,Sales After Service,Fax,Primary Email Contact,Primary Number Contact
"Shanghai Feature-Tec. Co., Ltd.",+86 (21) 5169-5266,marketing@feature-tec.com,http://www.feature-tec.com,,China,Packaging Equipment,"Feichao, Huyward, Honeywell, Ingersoll-Rand","299th Floor, Block A Building 3",Technology Park No 8,Huangpu Qu,Shanghai Shi,200021,China,Sam He,"Feature-Tec is an internationally recognized provider of filtration & separation technology, encompassing engineering consultation, design, production and other services. Through our commitment in delivering process flow and energy optimization technology, Feature-Tec solved numerous system integration cases for filtration & separation requirements, establishing our reputation and credibility in the industry.","Pharmaceutical/medical, Petroleum","Dairy and Edible Oil Process and  Packaging Machinery (weighting, Level Control For Coating Industry)",Yes,+86 (21) 5169-7139,samhesh@feature-tec.com,861390183-1076
"Shanghai Litsh Technology Co.,Ltd.",+86 (21) 5109-8068,info@litsh.com,http://www.litsh.com,,China,Packaging Equipment,"ALIPACK, Valentin Valentin, Blumh Weber, Eidos Barcor Equipment, Nemesis Weighing Equipment, Paragon Printing, Quadrel Printing, Inmasa, Loveshaw, Mettler Toledo, Quadrel, Kuka, ABB","Litish, Block 03B",25th Floor South Tower,Changning Qu,Shanghai Shi,200050,China,"Gorden Zhou, Owner","Shanghai Litsh Technology Co.,Ltd. has been an import trader specialized in renowned fully automatic package equipment from Europe and USA since 2002. We devote ourselves to providing Chinese customer fully automatic labeling machine, bar-code printing and testing equipment with advanced technology, first class quality and high performance price ratio. We also offer integrated solutions of intelligent selection and automatic management for the logistics industry. Out company is the predominant supplier in importing automatic equipment for logistics and the leading integrator providing systematic solutions for logistics automation.",,,Yes,+86(21) 5109-8078,gordenzhou@litsh.com,+86-137-0161-6148
"Shanghai Think Automation Co.,Ltd",+86 (21) 5031-5123,info@think-automation.com,http://www.think-automation.com,,China,Packaging EquipmentSystems Integrator,"Kuka, FESTO, ABB, Adept, PIAB, Schunk, Schneider, Siemens, Solid Works, Robot Master","Suite B, Block 1, No. 888 Penqing Road, Huaqiao Town",,Suzhou Shi,Jiangsu Sheng,201619,China,Rock Wang,"Think-Automation is a company specializing in the development and application of robot automation technology, and is one of the first automation engineering companies in China to focus on the integration of industrial robot systems. After several years of development and accumulation, Xinzhi has developed and implemented a wealth of project applications in robot handling, robot processing technology, robot assembly, robot welding and coating, and more than 100 sets of robot systems provided by Think-Automation are serving dozens of well-known enterprises in China.","Paper/Printing, Pharmaceutical/Medical, Cosmetics/Toiletries, Packaging Machinery & Related Supplies/Service, Processing Machinery & Related Supplies/Service","Robotic Palletizing Cell, And Robot Based Automation System",Yes,+86 (21) 5031-5122,rock.wang@think-automation.com,+86 (135)0162-3660
Shehab Engineering,+20 (02) 2274-0831,food.pack@shehabcorp.com,http://www.shehabcorp.com,,Egypt,Packaging Equipment,"Optrel, Farmo Res, All-fill, Guk, ATI, Air Techniques, LBB Bohle, Amcor, Graco, Clemco, Proto, Fitzpatrick,Ingersoll Rand, EIA,","Ground Floor, 9, Gamal Al Din Dwidar","Al Manteqah Ath Thamenah, Nasr",Cairo Governorate,,11211,Egypt,"Amgad Bahaa, Sales Manager","We are technical and commercial representatives of major multinational and international companies.These companies manufactures a wide range of products in the fieldpharmaceutical production and machinery, pharmaceutical packaging material, Active Pharmaceutical ingredients, Industrial Equipment, Food Processing machinery","Hardware/tools, Pharmaceutical/medical, Cosmetics/toiletries, Bakery/snack, Confection/candy, Fruit/vegetable, Meat/poultry/seafood, Fresh, Petroleum, Grain/mill/cereal, Furniture/fixtures","Milling MachinesMetal Detectors, Check Weighers, Capping MachinesPowder Filling MachinesAmpoule Filling LinesVial Filling LinesPamphlet Folding MachinesTablet Press MachinesTablet Press PunchesHydraulic ToolsRiveting ToolsSand Blas",Yes,+20 (02) 2270-3060,amgad.bahaa@shehabcorp.com,20122317218
"Shenzhen ZENS Electronics Co., Ltd",+86 132 4379-1578,zwt@zens-china.com,http://www.zens-china.com/,,ChinaHong Kong SAR ChinaMacao SAR China,Packaging Equipment,"AGV Trolley, ETC Vacuum, Yamaha, Festo, Samsung","4/F Building No.2, Hengchangrong Hi-tech Industrial Park,",", No.128 Shangnan East Road, Shajing, Bao’An District,",Shenzhen Shi,Guangdong Sheng,518104,China,Miss Tan,"Shenzhen Zhengshan Electronics Co., Ltd. was established in 2008, is a collection of automation equipment research and development, production, sales in one of the national high-tech enterprises. The company has passed ISO9001 quality management system certification, and has a number of patents such as utility model patents, invention patents, software copyrights and so on. The company has always been driven by scientific and technological innovation, with the goal of quality service to global customers, and takes high-tech research and development and quality service as an important direction for enterprise development.","Automation equipment and solutions, electronics assembling automation equipment and service solutions","""The company sells and represents:1. SMT, AI equipment and accessories sales, leasing and technical services;2. Independent research and development and manufacturing of peripheral equipment: AOI testing equipment, automatic cleaning equipment, automatic curve dividing machine, inkjet printer, receiving track, automatic upper and lower plate machine, non-standard label feeder;3. Acting for Japan imported ETC reflow furnace;4. SMT automation equipment import ""PCBA OEM, SMT OEM, Laser Equipment, Electronics Assembling and Processing, Inspection Equipment,",Yes,+86 755-2372-0622,gnywb@zens-china.com,+86 157-6668-9509
"Ship-Paq, Inc.",+(513) 860-0700,web-general@ship-paq.com,http://www.ship-paq.com,,United States,Packaging EquipmentPackaging Materials,"IPG Interpack, Eastey, Pilot, Cousins, Hercules, Fromm,",3845 Port Union Road,,Fairfield,OH,45014,United States,"Jim Jarboe, President","SHIP-PAQ opened for business in March 1987. The business started with 3,500 sq ft and a small capital investment for the office, warehouse and inventory goods. With a lot of dedication and hard work by all employees, SHIP-PAQ was successful from the first month of business. In twenty-one years SHIP-PAQ has increased sales of 1.5 million the first year to over 12 million in 2006. During this successful period the Sales Department has grown to seventeen sales personnel with the office staff increasing to twelve and a combined Warehouse and Print Department staff of nine. Jim Jarboe, the President of SHIP-PAQ, contributes their success to several objectives including hard work, a diverse product line, outstanding customer service and to have all in-stock orders shipped the same day they are placed. SHIP-PAQ is a prominent distributor of packaging materials targeting all aspects of business from manufacturing to distribution.",,"Packaging Machinery And Materials--ship-paq Suppies The Following Packaging Equipment: Auto Bagging, Bag Sealing, Case Sealing, Case Erecting, Shrink Systems, Strapping Tools, Stretch Film Equipment, Tape Dispensers.",Yes,+(513) 682-2208,jjarboe@ship-paq.com,
Shorr Packaging Corp.,+(888) 885-0055,terrence.ladd@shorr.com,http://www.shorr.com,https://www.youtube.com/user/ShorrPackagingCorp,United States,Packaging EquipmentPackaging Materials,"3m, CCS, Clysar, Combi Packaging Systems, Conflex, Inc., Dehnco, Eastey, Intertape Polymer Group, Lantech, PAC, Paragon Films, Pregis, Sealed Air, Sharp Packaging Systems, Sigma Stretch Film, Signode, Storopack, Texwrap, Wexxar Bel, Fromm",4000 Ferry Rd,,Aurora,IL,60502,United States,"Terrence Ladd, Sr National Account Executive","Founded In 1922, Shorr Packaging Is A Distributor Of Packaging Products, Equipment And Services And One Of The Largest Independent Packaging Distributors In The Nation.",,"Packaging Machinery And Materials--they Supply The Following Packaging Equipment To Various Industries: Case Sealers, Case Erectors / Tray Formers, Bagging Systems / Equipment, Stretch Wrapping Equipment, Shrink Wrapping Equipment, Labeling And Inkjet Printing, Strapping, Banding, Tying, Workstations, Cubing / Weighing Systems, Protective Packaging Equipment, Packaging Equipment Services, Packaging Equipment Parts. They Also Supply Packaging Products For The Following Categories: Corrugated Products, Protective Packaging Products, Tapes And Adhesives, Stretch Wrap Films, Pallet Unitization Products, Shrink Wrap Films, Flexible Packaging, Labels And Mailroom Supplies.",Yes,,,
Shrink Packaging Systems Corp.,+(800) 944- 9689,ckist@sps70.com,http://www.sps70.com,https://www.youtube.com/user/shrinkpackaging,United States,Packaging EquipmentPackaging Materials,"Lantech, Axon, Hewlett Packard",370 Summit Point Drive,,Henrietta,NY,14467,United States,"Stephen Kozsan, Chief Finnancial and Operating Officer","Sps Is A Packaging Engineering Based Sales Organization. Throughout 40 Years Of Operations They Have Been Involved With A Wide Range Of Applications Across All Industry Segments Specializing In Packaging Materials, Equipment And Machinery For All Types Of Applications And Manufacturing Environments.","Serve The Pharmaceutical, Contract Packaging, Food, Personal Care And Building Products Industries.","Packaging Machinery And Materials--available Equipment Inlcudes: Bagging Machinery, Asecptic Packaging Soltions, Case Erectors And Sealers, Material Handling Equipment, Feeding And Denesting Systems, Coding Solutions, Labeling, Skin Packaging, Shrink Sleeve Applicators, Shrink Bundlers, Shrink Wrapping, Strapping, Stretch Wrapping Machinery.",Yes,,,
Sigma CapSeal,+(480) 820-5091,sales@sigmacapseal.com,https://www.sigmacapseal.com/,https://www.youtube.com/channel/UCr7sLbprZHaKFYQA3V70_qg,AustraliaBangladeshCanadaCentral African RepublicColombiaFranceGermanyGreeceIndiaIndonesiaItalyMexicoNepalNigeriaPolandSingaporeSouth AfricaSri LankaSwitzerlandTanzaniaUnited Arab EmiratesUnited KingdomUnited States,Packaging Equipment,Sigma CapSeal,"1757 W. Redfield Road, Gilbert,",,Gilbert,AZ,85233,United States,Piyush Mehta,"Sigma CapSeal is a brand of Electronics Devices Worldwide Pvt Ltd which was established in 1974, India. Sigma CapSeal is a leading manufacturer of Induction Sealers or Induction Sealing Machines, Wad Inserting Machines, Cap Assembly Machines, Flip Top Cap Folding Machines and Vision Inspection System. We have a wide range of induction sealers ranging from manual, semi-automatic to fully automatic inline sealers. Our induction sealing machines can seal any size of the cap for plastic (PET, HDPE) and glass bottles. For the above reasons our machines are accepted in over 80 countries and have more than 20,000+ satisfied customers.'",,Induction Sealer,Yes,,sales@sigmacapseal.com,+(480) 820-5091
Sigma Industrial Automation,+(210) 659-5000,mail@sigma-usa.com,http://www.sigma-usa.com,,United States,Packaging Equipment,"Sartorious, Sick, Intrlox, Motorola, Datamax O'neil, Id Technology",5450 Fm 1103,,Cibolo,TX,78108,United States,"Jeff Chinni, VP – Systems Engineering","All of our equipment is set up in our show room for our customers to come and get familiar with our equipment. We have a complete “processing line” set up and networked, including metal detector, checkweiger (with rejects) and QualityStation cart.We have facilities for training on our equipment and we have hosted many of our customers quality control regional meetings.Next time you’re in San Antonio (doesn’t everyone come here at one time or another?) , please stop in and say hello!",Vision Inspection And Traceability Systems,"Founded In 1995, Sigma Industrial Automation Has Provided Food Manufacturers Of All Types Throughout North Amerca With Tracebility, Quality And Food Safety Systems.",Yes,,jeff@sigma-usa.com,
,,,,,,,,,,,,,,,,,,,,,
Sigmapack S.A. De C.V.,+52 (55) 5254-3905,info1@sigmapack.com.mx,http://www.sigmapack.com.mx,https://www.youtube.com/user/SIGMAPACK,Mexico,Packaging EquipmentProcessing Equipment,"Eurostar, Effytec, Countec, Combi Packaging, CMI, Citus-Kalix, Carlo Migliavacca, Cariba, Becomix, PTK, Zirbus, Inox- Fer, Hoong-a, PackFeeder, Becomix",Viaducto Pdte Miguel Aleman Valdes No 904 - 501 - 502,Col Napoles,Ciudad de Mexico,CDMX,03810,Mexico,Ivan Mendez Pacheco,"Thanks to the quality, reliability and strength of our brands, we have delivered more than 200 high-tech systems to prestigious companies in Mexico and Latin America, which we serve on a daily basis with qualified technical service and original spare parts.","Pharmaceutical/medical, Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service, Pharmaceutical/Medical Devices/Diagnostic Instruments","Filling, Labeling, Sealing, Capping Machines",Yes,+52 (55) 5254-4090,info1@sigmapack.com.mx,
Silcofa,+45 3677-1781,salg@silcofa.dk,http://www.silcofa.dk,,Denmark,Packaging Equipment,"Wire Belt, Span Tech, Tfe-lok",Stamholmen 193 E,,Hvidovre,,2650,Denmark,"Lars Monberg, CEO","SILCOFA is the preferred supplier within silicone, teflon and process bands for Danish industry, food and pharmaceutical companies.With almost 50 years of experience, we at SILCOFA have the right expertise and professional knowledge of our three main areas, SILICONE, PTFE and PROCESS TAPES","Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service","Silcofa Has Now Over 40 Years Delivered Solutions In Teflon - Silicone And Processing Belts For Danish Industrial, Food And Pharmaceutical Companies.",Yes,,LMO@silcofa.dk,+45 2042 4761
,,,,,,,,,,,,,,,,,,,,,
SIMAK SAS,+57 (313) 808 9394,contacto@simak.com.co,https://www.simak.com.co,,Colombia,Automation Equipment & Components,"Savema TTR, Dynic USA, Tidire, Tij",Carrera 73B No 10B -41,Villa Añsacia,BOGOTA,CUN,,Colombia,"Hernando Sierra, International Sales Manger","IMAK S.A.S. is an alternative in the import and marketing of industrial coding equipment and spare parts in general. With more than 10 years of experience in the market, handling nationwide installation, technical service of thermal transfer equipment, sale of supplies and spare parts for different brands.",,,Yes,,contacto@simak.com.co,+57 (315) 317-2824
